#,LSC,EC,St#,Street Name,Abbr,Dir,Municipality,Community, List Price , Sold Price ,Type,Style,Br,Additional,Wr,Fam,Kit,Garage Type,A/C,Heat,Contract Date,Sold Date,List Brokerage,Co op Brokerage,MLS#
294,Sld,,28,Montrose,Pl,,Brampton,Brampton S," $829,900 "," $880,000 ",Semi-Detac,2-Storey,3,1,3,N,1,Attach,Cen,Gas,2-23-21,2-28-21,CENTURY 21,CENTURY 21 PE,W5124813
295,Sld,,92,Teal Crest,Gire,,Brampton,Brampton S," $829,900 "," $880,000 ",Att/Row/Tw,2-Storey,3,0,4,y,1,Attach,Cen,Gas,3-3-21,3-31-21,HOMELIFE/MI,RE/MAX REALTY,W5134875
296,Sld,,28,Malabar,Gres,,Brampton,Brampton S," $839,900 "," $890,000 ",Detached,2-Storey,3,1,4,N,1,Attach,Cen,Gas,2-12-21,2-16-21,CENTURY 21,RE/MAX REALTY,W5114473
297,Sld,,101,Marblehead,Gres,,Brampton,Brampton S," $839,900 "," $845,000 ",Semi-Detac,2-Storey,4,1,3,N,1,Carpor,Cen,Gas,2-16-21,2-18-21,RE/MAX REAL,ROYALSTARRE,W5115908
298,Sld,,61,Manitou,Gres,,Brampton,Brampton S," $848,888 "," $950,000 ",Detached,2-Storey,4,2,3,y,1,Attach,Cen,Gas,2-1-21,2-4-21,RE/MAX REAL,RE/MAX REALTY,W5099461
299,Sld,N,33,Mayfair,Gres,,Brampton,Brampton S," $848,888 "," $845,000 ",Detached,2-Storey,3,1,3,N,1,Attach,Cen,Gas,3-10-21,4-12-21,ROYAL LEPAG,PUBLIC CHOICE,W5145740
300,Sld,,22,Myna,Crt,,Brampton,Brampton S," $849,000 "," $877,000 ",Detached,Bungalow-R,3,1,2,y,1,Built-,Cen,Gas,2-17-21,2-22-21,CITYSCAPE R,ROYAL LEPAGE,W5117457
301,Sld,N,Lot36Rh,Hashmi,Dr,,Brampton,Brampton S," $849,000 "," $830,000 ",Semi-Detac,3-Storey,3,1,4,y,1,Built-,Non,Gas,3-20-21,4-22-21,HOMELIFE SU,HOMELIFE SUPE,W5160598
302,Sld,,15,Manitou,Gres,,Brampton,Brampton S," $849,000 "," $895,000 ",Semi-Detac,Bungalow,3,3,2,N,1,Attach,Cen,Gas,3-25-21,4-7-21,INTERCITY R,ROYAL LEPAGE,W5167791
303,Sld,,46,Tanasi,Rd,,Brampton,Brampton S," $849,000 "," $900,000 ",Att/Row/Tw,2-Storey,3,1,4,N,1,Built-,Cen,Gas,4-7-21,4-12-21,RIGHT AT HO,CITYSCAPE REA,W5182883
304,Sld,,20,Owlridge,Dr,,Brampton,Brampton S," $849,849 "," $890,000 ",Semi-Detac,2-Storey,3,1,3,y,1,Built-,Cen,Gas,1-13-21,1-14-21,HOMELIFE MA,RE/MAX REAL E,W5082955
305,Sld,,39,Tanasi,Rd,,Brampton,Brampton S," $849,888 "," $905,004 ",Semi-Detac,2-Storey,3,1,3,N,1,Built-,Cen,Gas,2-12-21,2-18-21,RE/MAX REAL,CENTURY 21 Ml,W5113352
306,Sld,,57,Frenchpark,Gire,,Brampton,Brampton S," $849,900 "," $905,000 ",Semi-Detac,2-Storey,4,0,3,y,1,Built-,Cen,Gas,1-15-21,1-16-21,RE/MAX REAL,CENTURY 21 SM,W5085874
307,Sld,,7,Vezna,Gres,,Brampton,Brampton S," $849,900 "," $940,000 ",Semi-Detac,2-Storey,3,0,3,N,1,Built-,Cen,Gas,2-1-21,2-3-21,RE/MAX REAL,TOWNVILLE REA,W5100216
308,Sld,,56,Hatton,Crt,,Brampton,Brampton S," $849,900 "," $940,000 ",Att/Row/Tw,2-Storey,3,0,3,y,1,Detach,Cen,Gas,2-6-21,2-8-21,RE/MAX REAL,RE/MAX REALTY,W5106728
309,Sld,,4,Wicklow,Rd,,Brampton,Brampton S," $849,900 "," $907,000 ",Semi-Detac,2-Storey,3,1,4,N,1,Attach,Cen,Gas,2-11-21,2-14-21,HOMELIFE SI,HOMELIFE MAPL,W5113032
310,Sld,,112,Owlridge,Dr,,Brampton,Brampton S," $849,900 "," $985,000 ",Semi-Detac,2-Storey,4,1,4,y,1,Built-,Cen,Gas,2-12-21,2-14-21,RE/MAX GOLD,RE/MAX REALE,W5113383
311,Sld,,75,Teal Crest,Gire,,Brampton,Brampton S," $849,900 "," $951,000 ",Att/Row/Tw,2-Storey,4,1,3,Y,1,Attach,Cen,Gas,2-14-21,2-19-21,RE/MAX REAL,HOMELIFE MAPL,W5117638
312,Sld,,46,Ponymeadow,Way,,Brampton,Brampton S," $849,900 "," $990,000 ",Semi-Detac,2-Storey,3,1,4,Y,1,Attach,Cen,Gas,2-17-21,2-18-21,HOMELIFE SI,HOMELIFE SILV,W5186178
313,Sld,,2,Wicklow,Rd,,Brampton,Brampton S," $849,900 "," $907,000 ",Semi-Detac,2-Storey,3,1,4,N,1,Attach,Cen,Gas,2-17-21,2-22-21,RE/MAX GOLD,SAVE MAX PREM,W5194893
314,Sld,,30,Galtee,Rd,,Brampton,Brampton S," $849,900 "," $905,000 ",Semi-Detac,2-Storey,3,0,4,N,1,Built-,Cen,Gas,2-25-21,3-3-21,RE/MAX GOLD,CENTURY 21 EM,W5209839
315,Sld,,4,Mayfair,Gres,,Brampton,Brampton S," $849,900 "," $890,101 ",Detached,2-Storey,3,2,3,N,1,Attach,Cen,Gas,3-3-21,3-8-21,SAVEMAXFO,RIGHT AT HOME,W5112299
316,Sld,N,74,Majestic,Gres,,Brampton,Brampton S," $849,900 "," $808,000 ",Detached,Bungalow-R,3,0,2,y,1,Attach,Cen,Gas,3-3-21,3-18-21,RIGHT AT HO,RE/MAX ROUGE,W5135759
317,Sld,,2,Botanical,Ave,,Brampton,Brampton S," $849,900 "," $896,000 ",Att/Row/Tw,2-Storey,3,1,4,N,1,Built-,Cen,Gas,3-9-21,3-17-21,IPRO REALTY,RE/MAX REALE,W5143236
318,Sld,N,Lot37La,Allegro,Dr,,Brampton,Brampton S," $849,900 "," $850,000 ",Semi-Detac,3-Storey,3,1,4,y,1,Attach,Non,Gas,3-11-21,4-22-21,HOMELIFE SU,CITY HEIGHTS,W5147217
319,Sld,,34,Sugarberry,Dr,,Brampton,Brampton S," $849,900 "," $951,000 ",Semi-Detac,2-Storey,3,1,4,N,1,Built-,Cen,Gas,3-19-21,3-26-21,RE/MAX REAL,ROYAL LEPAGE,W5158714
320,Sld,,42,Teal Crest,Gire,,Brampton,Brampton S," $849,900 "," $920,000 ",Att/Row/Tw,2-Storey,3,0,4,y,1,Attach,Cen,Gas,3-30-21,4-20-21,ENGEL & VOL,RE/MAX REALE,W5173753
321,Sld,,136,Decker Hol,Gire,,Brampton,Brampton S," $849,900 "," $885,000 ",Semi-Detac,2-Storey,3,1,4,y,1,Built-,Cen,Gas,4-8-21,4-22-21,HOMELIFE SI,HOMELIFE SILV,W5186178
322,Sld,N,5,Crumlin,Gres,,Brampton,Brampton S," $849,900 "," $880,000 ",Semi-Detac,2-Storey,3,1,4,N,1,Attach,Cen,Gas,4-12-21,5-6-21,RE/MAX GOLD,SAVE MAX PREM,W5194893
323,Sld,,21,Georgian,Rd,,Brampton,Brampton S," $849,900 "," $900,000 ",Semi-Detac,2-Storey,3,1,4,y,1,Built-,Cen,Gas,4-26-21,5-5-21,RE/MAX GOLD,CENTURY 21 EM,W5209839
324,Sld,,2,Flurry,Gire,,Brampton,Brampton S," $849,999 "," $964,000 ",Semi-Detac,2-Storey,4,1,4,y,1,Built-,Cen,Gas,2-11-21,2-16-21,SAVEMAXFO,RIGHT AT HOME,W5112299
325,Sld,,4,Flurry,Gire,,Brampton,Brampton S," $849,999 "," $965,000 ",Semi-Detac,2-Storey,4,1,4,y,1,Built-,Cen,Gas,2-19-21,2-22-21,SAVE MAX FO,HOMELIFE MAPL,W5121085
326,Sld,,130,Frenchpark,Gire,,Brampton,Brampton S," $849,999 "," $940,000 ",Att/Row/Tw,2-Storey,3,1,4,N,1,Built-,Cen,Gas,3-3-21,3-4-21,WORLD CLASS,ROYAL LEPAGE,W5135763
327,Sld,,55,Tawnie,Gres,,Brampton,Brampton S," $849,999 "," $912,500 ",Semi-Detac,2-Storey,3,1,4,y,1,Attach,Cen,Gas,3-12-21,3-15-21,HOMELIFE/MI,RE/MAX REALE,W5149521
328,Sld,,68,Ponymeadow,Way,,Brampton,Brampton S," $850,000 "," $900,000 ",Semi-Detac,2-Storey,3,1,3,y,1,Attach,Cen,Gas,3-8-21,3-17-21,RE/MAX WEST,SAVE MAX REAL,W5141866
329,Sld,,76,Fallmeadow,Gire,,Brampton,Brampton S," $850,000 "," $880,000 ",Semi-Detac,2-Storey,3,1,3,N,1,Attach,Cen,Gas,3-17-21,4-3-21,IPRO REALTY,IPRO REALTYL,W5154805
330,Sld,,28,Mcgillivar,Gres,,Brampton,Brampton S," $859,000 "," $940,000 ",Detached,Bungalow-R,3,1,3,N,1,Attach,Cen,Gas,2-11-21,2-15-21,RE/MAX REAL,RE/MAX REALTY,W5111963
331,Sld,,67,Roundstone,Dr,,Brampton,Brampton S," $859,000 "," $861,000 ",Semi-Detac,2-Storey,3,0,3,N,1,Built-,Cen,Gas,3-11-21,3-16-21,CENTURY 21,CENTURY 21 EM,W5150075
332,Sld,N,14,Aspen Hill,Rd,,Brampton,Brampton S," $859,000 "," $845,786 ",Att/Row/Tw,3-Storey,4,1,5,y,1,Built-,Cen,Gas,3-28-21,4-18-21,HOMELIFE/MI,HOMELIFE/MIRA,W5170739
333,Sld,N,38,Mancroft,Gres,,Brampton,Brampton S," $869,000 "," $920,000 ",Detached,Sidesplit,4,0,2,y,1,Built-,Cen,Gas,4-13-21,4-19-21,IPRO REALTY,IPRO REALTY L,W5191818
334,Sld,,86,Chesterwoo,Gres,,Brampton,Brampton S," $869,000 "," $987,000 ",Semi-Detac,2-Storey,3,0,3,y,1,Attach,Cen,Gas,4-14-21,4-20-21,KELLER WILL,CENTURY 21 PE,W5194721
335,Sld,N,Lot41Rh,Hashmi,Pl,,Brampton,Brampton S," $869,900 "," $850,000 ",Semi-Detac,3-Storey,3,1,4,y,1,Attach,Non,Gas,1-28-21,3-15-21,HOMELIFE SU,HOMELIFE/MIRA,W5096839
336,Sld,,18,Mikado,Gres,,Brampton,Brampton S," $874,900 "," $1,026,000 ",Detached,2-Storey,4,0,3,y,1,Attach,Cen,Gas,1-13-21,1-18-21,RE/MAX REAL,RE/MAX WEST R,W5083062
337,Sld,,2,Myna,Crt,,Brampton,Brampton S," $874,900 "," $851,100 ",Detached,2-Storey,3,0,3,y,1,Attach,Cen,Gas,4-6-21,4-9-21,NON-TRREB B,HOMELIFE SILV,W5182174
338,Sld,,55,Yardley,Gres,,Brampton,Brampton S," $879,000 "," $981,000 ",Semi-Detac,2-Storey,4,0,3,y,1,Built-,Cen,Gas,1-27-21,2-2-21,ROYAL STAR,ROYAL LEPAGE,W5095585
339,Sld,,143,Crystal GI,Gres,,Brampton,Brampton S," $879,000 "," $910,000 ",Att/Row/Tw,2-Storey,4,0,4,N,1,Attach,Cen,Gas,1-31-21,2-2-21,ROYAL LEPAG,HOMELIFE GALA,W5099249
340,Sld,,34,Walbrook,Rd,,Brampton,Brampton S," $879,000 "," $925,000 ",Semi-Detac,2-Storey,3,0,3,N,1,Attach,Cen,Gas,3-24-21,3-26-21,RE/MAX GROS,COLDWELL BANK,W5165722
341,Sld,,50,Crumlin,Gres,,Brampton,Brampton S," $879,900 "," $975,000 ",Semi-Detac,2-Storey,4,2,4,N,1,Built-,Cen,Gas,1-19-21,1-25-21,RE/MAX GOLD,STARREALTYP,W5088119
342,Sld,,10,Wicklow,Rd,,Brampton,Brampton S," $879,900 "," $910,000 ",Semi-Detac,2-Storey,3,1,4,N,1,Attach,Cen,Gas,2-4-21,2-15-21,HOMELIFE/MI,HOMELIFE/MIRA,W5104386
343,Sld,,59,Bonnie Bra,Dr,E,Brampton,Brampton E," $879,990 "," $880,000 ",Semi-Detac,3-Storey,4,0,3,y,1,Built-,Cen,Gas,3-1-21,3-3-21,RE/MAX REAL,RE/MAX REALTY,W5135999
344,Sld,,33,Yardley,Gres,,Brampton,Brampton E," $889,000 "," $995,000 ",Semi-Detac,2-Storey,4,0,3,y,1,Attach,Cen,Gas,2-1-21,2-3-21,CENTURY 21,HOMELIFE/MIRA,W5099473
345,Sld,,11,Madison,St,,Brampton,Brampton E," $889,000 "," $942,000 ",Semi-Detac,Backsplit,3,2,4,y,1,Attach,Cen,Gas,2-10-21,2-16-21,RE/MAX REAL,HOMELIFE/MIRA,W5110959
346,Sld,,46,Portrush,Tr,,Brampton,Brampton E," $889,900 "," $963,000 ",Semi-Detac,2-Storey,3,1,4,N,1,Built-,Cen,Gas,3-11-21,3-16-21,CENTURY 21,RE/MAX GOLD R,W5147678
347,Sld,,22,Zanella,Gres,,Brampton,Brampton E," $889,900 "," $989,000 ",Semi-Detac,2-Storey,3,1,4,N,1,Built-,Cen,Gas,3-11-21,3-14-21,RE/MAX REAL,TRIMAXX REALT,W5147688
348,Sld,,32,Montcalm,Pl,,Brampton,Brampton E," $898,800 "," $925,000 ",Detached,2-Storey,4,1,3,N,1,Built-,Cen,Gas,2-11-21,2-28-21,RE/MAX REAL,RE/MAX GOLD R,W5112732
349,Sld,,85,Banbridge,Gres,,Brampton,Brampton E," $899,000 "," $981,000 ",Semi-Detac,2-Storey,4,1,4,N,1,Built-,Cen,Gas,12-29-20,1-3-21,CENTURY 21,CENTURY 21 EM,W5071745
350,Sld,,62,Yardley,Gres,,Brampton,Brampton E," $899,000 "," $895,000 ",Detached,2-Storey,4,0,2,Y,1,Built-,Cen,Gas,1-15-21,1-18-21,PRECON REAL,HOMELIFE SUPE,W5085830
351,Sld,,60,Durango,Dr,,Brampton,Brampton E," $899,000 "," $955,000 ",Semi-Detac,2-Storey,3,2,4,Y,1,Attach,Cen,Gas,1-17-21,1-19-21,RE/MAX GOLD,RE/MAX CHAMPI,W5087142
352,Sld,,10,Pulberry,Clse,,Brampton,Brampton E," $899,000 "," $950,000 ",Att/Row/Tw,2-Storey,3,1,4,Y,1,Built-,Cen,Gas,1-28-21,2-7-21,HOMELIFE/MI,RIGHT AT HOME,W5097129
353,Sld,,113,Frenchpark,Gire,,Brampton,Brampton E," $899,000 "," $968,000 ",Att/Row/Tw,2-Storey,3,1,3,N,1,Attach,Cen,Gas,2-17-21,2-18-21,RE/MAX REAL,CENTURY 21 PE,W5117661
354,Sld,,70,Allegro,Dr,,Brampton,Brampton E," $899,000 "," $993,501 ",Semi-Detac,2-Storey,4,0,4,Y,1,Attach,Cen,Gas,2-24-21,2-26-21,CENTURY 21,ROYAL LEPAGE,W5126620
355,Sld,,29,Frenchpark,Gire,,Brampton,Brampton E," $899,000 "," $935,000 ",Semi-Detac,2-Storey,3,1,4,N,1,Built-,Cen,Gas,3-9-21,3-15-21,HOMELIFE/MI,HOMELIFE/MIRA,W5143123
356,Sld,,65,Lanark,Gire,,Brampton,Brampton E," $899,000 "," $1,012,000 ",Semi-Detac,2-Storey,4,0,3,N,1,Built-,Cen,Gas,3-15-21,3-15-21,RE/MAX REAL,RE/MAX REAL E,W5152502
357,Sld,,16,Frenchpark,Gire,,Brampton,Brampton E," $899,000 "," $920,000 ",Semi-Detac,2-Storey,4,0,4,Y,1,Built-,Cen,Gas,3-26-21,4-16-21,RIGHT AT HO,HOMELIFE WOOD,W5169795
358,Sld,,73,Crumlin,Gres,,Brampton,Brampton E," $899,000 "," $999,900 ",Semi-Detac,2-Storey,4,2,4,Y,1,Built-,Cen,Gas,4-1-21,4-6-21,HOMELIFE/MI,CENTURY 21 PA,W5176460
359,Sld,N,51,Mancroft,Gres,,Brampton,Brampton E," $899,000 "," $920,000 ",Detached,Sidesplit,4,0,2,Y,1,Built-,Cen,Gas,4-1-21,4-5-21,RE/MAX REAL,REXIG REALTY,W5177566
360,Sld,,48,Borrelli,Dr,,Brampton,Brampton E," $899,000 "," $998,000 ",Link,2-Storey,3,0,3,Y,1,Built-,Cen,Gas,4-5-21,4-22-21,HOMELIFE/MI,TRI-CITY PROF,W5179574
361,Sld,,73,Commodore,Dr,,Brampton,Brampton E," $899,000 "," $1,031,000 ",Semi-Detac,2-Storey,4,1,4,Y,1,Attach,Cen,Gas,4-14-21,4-19-21,KING REALTY,CENTURY 21 EM,W5193334
362,Sld,,54,Ponymeadow,Way,,Brampton,Brampton E," $899,000 "," $970,000 ",Semi-Detac,2-Storey,4,1,4,Y,1,Attach,Cen,Gas,4-15-21,4-19-21,HOMELIFE/MI,NON-TRREB BOA,W5195275
363,Sld,,45,Commodore,Dr,,Brampton,Brampton E," $899,000 "," $945,000 ",Semi-Detac,2-Storey,4,2,4,Y,1,Attach,Cen,Gas,4-17-21,4-21-21,CENTURY 21,HOMELIFE SILV,W5199037
364,Sld,,20,Mancroft,Gres,,Brampton,Brampton E," $899,000 "," $951,000 ",Detached,Sidesplit,4,0,3,y,1,Attach,Cen,Gas,4-23-21,4-28-21,CENTURY 21,EXIT REALTY H,W5207467
365,Sld,,87,Lanark,Gire,,Brampton,Brampton E," $899,000 "," $1,019,500 ",Semi-Detac,2-Storey,4,1,3,y,1,Attach,Cen,Gas,4-27-21,5-2-21,RE/MAX REAL,CENTURY 21 SM,W5210127
366,Sld,,116,Decker Hol,Gire,,Brampton,Brampton E," $899,000 "," $1,010,000 ",Semi-Detac,2-Storey,4,1,4,y,1,Built-,Cen,Gas,5-2-21,5-9-21,SAVE MAX AC,RIGHT AT HOME,W5217158
367,Sld,,68,Jordensen,Dr,,Brampton,Brampton E," $899,900 "," $967,500 ",Semi-Detac,2-Storey,4,1,4,y,1,Built-,Cen,Gas,1-8-21,1-9-21,SAVE MAX SU,HOMELIFE G1 R,W5079200
368,Sld,,30,Lanark,Gire,,Brampton,Brampton E," $899,900 "," $999,900 ",Semi-Detac,2-Storey,4,1,4,y,1,Attach,Cen,Gas,1-14-21,1-15-21,KELLER WILL,SKILL REALTY,W5084541
369,Sld,,64,Dawes,Rd,,Brampton,Brampton E," $899,900 "," $995,000 ",Semi-Detac,2-Storey,3,2,4,y,1,Attach,Cen,Gas,1-22-21,1-28-21,RE/MAX REAL,HOMELIFE/MIRA,W5091687
370,Sld,,65,Spicebush,Terr,,Brampton,Brampton E," $899,900 "," $970,000 ",Att/Row/Tw,2-Storey,4,0,4,y,1,Attach,Cen,Gas,2-4-21,2-6-21,ROYAL LEPAG,ROYAL LEPAGE,W5104484
371,Sld,,61,Commodore,Dr,,Brampton,Brampton E," $899,900 "," $895,000 ",Semi-Detac,2-Storey,4,1,4,y,1,Attach,Cen,Gas,2-4-21,2-18-21,HOMELIFE/MI,CENTURY 21 PE,W5105139
372,Sld,,10,Commodore,Dr,,Brampton,Brampton E," $899,900 "," $1,010,500 ",Semi-Detac,2-Storey,4,1,4,y,1,Attach,Cen,Gas,2-10-21,2-15-21,ROYAL CANAD,RE/MAX REALTY,W5110902
373,Sld,,76,Crumlin,Gres,,Brampton,Brampton E," $899,900 "," $990,000 ",Semi-Detac,2-Storey,4,1,4,y,1,Built-,Cen,Gas,2-11-21,2-11-21,ROYAL LEPAG,CENTURY 21 PR,W5111940
374,Sld,,30,Swanton,Rd,,Brampton,Brampton E," $899,900 "," $1,090,000 ",Semi-Detac,2-Storey,4,2,4,y,1,Attach,Cen,Gas,2-18-21,2-25-21,RE/MAX REAL,HOMELIFE SUPE,W5119958
375,Sld,,46,Kimborough,Hllw,,Brampton,Brampton E," $899,900 "," $1,085,000 ",Link,2-Storey,3,0,4,y,1,Built-,Cen,Gas,2-19-21,2-25-21,BETTER HOME,INTERCITY REA,W5120892
376,Sld,,63,Crumlin,Gres,,Brampton,Brampton E," $899,900 "," $965,000 ",Semi-Detac,2-Storey,4,0,3,y,1,Built-,Cen,Gas,2-24-21,2-26-21,RE/MAX GOLD,RE/MAX REALTY,W5126103
377,Sld,N,46,Elwin,Rd,,Brampton,Brampton E," $899,900 "," $1,100,000 ",Semi-Detac,2-Storey,4,0,4,N,1,Built-,Cen,Gas,3-5-21,3-7-21,CENTURY 21,RE/MAX MILLEN,W5138681
378,Sld,,37,Lisson,Gres,,Brampton,Brampton E," $899,900 "," $1,025,000 ",Semi-Detac,2-Storey,4,0,3,N,1,Built-,Cen,Gas,3-17-21,3-20-21,SUTTON GROU,CENTURY 21 EM,W5155996
379,Sld,,43,Borrelli,Dr,,Brampton,Brampton E," $899,900 "," $935,000 ",Semi-Detac,2-Storey,3,0,4,N,1,Attach,Cen,Gas,3-19-21,4-7-21,RE/MAX REAL,HOMELIFE/MIRA,W5159764
380,Sld,,6,Selsdon,St,,Brampton,Brampton E," $899,900 "," $993,500 ",Semi-Detac,2-Storey,4,0,3,y,1,Attach,Cen,Gas,3-20-21,3-22-21,INTERCITY R,KING REALTY I,W5160880
381,Sld,,21,Antibes,Dr,,Brampton,Brampton E," $899,900 "," $912,000 ",Semi-Detac,2-Storey,3,1,3,N,1,Attach,Cen,Gas,3-24-21,3-30-21,RE/MAX REAL,CENTURY 21 PE,W5165906
382,Sld,,120,Fandango,Dr,,Brampton,Brampton E," $899,900 "," $981,000 ",Semi-Detac,2-Storey,3,1,4,N,1,Attach,Cen,Gas,3-27-21,3-29-21,RE/MAX REAL,RE/MAX GOLD R,W5170361
383,Sld,,34,Banbridge,Gres,,Brampton,Brampton E," $899,900 "," $975,000 ",Semi-Detac,2-Storey,4,0,3,N,1,Built-,Cen,Gas,4-1-21,4-7-21,RE/MAX REAL,RE/MAX REALTY,W5176033
384,Sld,,8,Kimborough,Hllw,,Brampton,Brampton E," $899,900 "," $921,000 ",Link,2-Storey,3,1,4,y,1,Built-,Cen,Gas,4-1-21,4-12-21,RE/MAX REAL,HOMELIFE SILV,W5176063
385,Sld,,11,Commodore,Dr,,Brampton,Brampton E," $899,900 "," $945,000 ",Semi-Detac,2-Storey,4,0,4,y,1,Built-,Cen,Gas,4-8-21,4-14-21,RE/MAX ULTI,SQUARE YARDS,W5185065
386,Sld,,36,Commodore,Dr,,Brampton,Brampton E," $899,900 "," $975,000 ",Semi-Detac,2-Storey,4,1,4,y,1,Built-,Cen,Gas,4-9-21,4-16-21,CENTURY 21,SAVE MAX SUPR,W5186705
387,Sld,,380,Royal West,Dr,,Brampton,Brampton E," $899,990 "," $980,000 ",Semi-Detac,2-Storey,4,0,3,N,1,Attach,Cen,Gas,2-5-21,2-7-21,RE/MAX REAL,HOMELIFE MAPL,W5105608
388,Sld,,38,Lanark,Gire,,Brampton,Brampton E," $899,999 "," $1,058,500 ",Semi-Detac,2-Storey,4,1,4,y,2,Attach,Cen,Gas,2-19-21,2-21-21,HOMELIFE MA,NON-TREB BOAR,W5121496
389,Sld,,54,Madelaine,Cres,,Brampton,Brampton E," $899,999 "," $1,136,000 ",Detached,2-Storey,4,0,4,y,1,Attach,Cen,Gas,3-19-21,3-21-21,RE/MAX REAL,RE/MAX REALTY,W5159517
390,Sld,,33,Ebury,Dr,,Brampton,Brampton E," $899,999 "," $1,010,000 ",Semi-Detac,2-Storey,3,2,2,N,1,Attach,Cen,Gas,4-7-21,4-11-21,RE/MAX,RE/MAX REALTY,W5184061
391,Sld,,28,Commodore,Dr,,Brampton,Brampton E," $899,999 "," $990,000 ",Semi-Detac,2-Storey,4,4,4,y,1,Attach,Cen,Gas,4-8-21,4-13-21,HOMELIFE,HOMELIFE/MIRA,W5186506
392,Sld,,34,Lackington,St,,Brampton,Brampton E," $899,999 "," $975,000 ",Semi-Detac,2-Storey,3,1,1,y,1,Attach,Cen,Gas,4-20-21,4-28-21,RIGHT AT HO,CENTURY 21 PR,W5202549
393,Sld,,54,Mancroft,Cres,,Brampton,Brampton E," $910,000 "," $933,000 ",Detached,Sidesplit,4,1,1,y,1,Attach,Cen,Gas,2-13-21,2-16-21,HOMELIFE SI,HOMELIFE/MIRA,W5114946
394,Sld,W,45,Newlyn,Cres,,Brampton,Brampton N," $599,999 "," $768,100 ",Semi-Detac,3-Storey,3,0,2,N,1,Attach,Cen,Gas,2-17-21,2-22-21,ROYALLEPAG,CENTURY21 PA,W5117947
395,Sld,,68,Pressed Br,Dr,,Brampton,Brampton N," $600,000 "," $700,000 ",Att/Row/Tw,2-Storey,2,0,2,y,1,None,Cen,Gas,3-29-21,4-6-21,RE/MAX TWIN,"EXP REALTY, B",W5173042
396,Sld,,66,Merton,Rd,,Brampton,Brampton N," $649,000 "," $755,400 ",Semi-Detac,2-Storey,3,0,4,N,1,Attach,Cen,Gas,2-18-21,2-22-21,RE/MAX GROS,HOMELIFE 247,W5119097
397,Sld,,30,Horne,Dr,,Brampton,Brampton N," $649,000 "," $806,000 ",Semi-Detac,Backsplit,4,0,3,N,1,Attach,Cen,Gas,2-26-21,2-28-21,ROYAL STAR,CENTURY 21 PE,W5129398
398,Sld,,19,Pressed Br,Dr,,Brampton,Brampton N," $649,900 "," $765,000 ",Att/Row/Tw,2-Storey,3,1,3,N,1,None,Cen,Gas,2-24-21,3-1-21,IPRO REALTY,"EXP REALTY, B",W5126853
399,Sld,,19,Hinchley W,Grve,,Brampton,Brampton N," $650,000 "," $730,000 ",Semi-Detac,Backsplit,3,0,2,y,1,Attach,Cen,Gas,4-8-21,4-14-21,ROYAL LEPAG,SAVE MAX FIRS,W5186491
400,Sld,,45,Carter,Dr,,Brampton,Brampton N," $679,900 "," $725,000 ",Semi-Detac,Backsplit,3,1,2,y,1,Built-,Cen,Gas,2-19-21,2-21-21,RE/MAX WEST,RE/MAX REALTY,W5121407
401,Sld,,25,Newlyn,Cres,,Brampton,Brampton N," $689,000 "," $785,000 ",Semi-Detac,2-Storey,3,0,2,y,1,Built-,Cen,Gas,2-3-21,2-9-21,CENTURY 21,RE/MAX REALTY,W5103718
402,Sld,,27,Newlyn,Cres,,Brampton,Brampton N," $689,900 "," $785,000 ",Semi-Detac,2-Storey,3,0,2,N,1,Built-,Cen,Gas,3-2-21,3-6-21,ROYAL LEPAG,KELLER WILLIA,W5133409
403,Sld,,97,Post,Rd,,Brampton,Brampton N," $699,000 "," $775,000 ",Semi-Detac,Backsplit,2,2,2,N,1,Detach,Cen,Gas,2-1-21,2-6-21,CENTURY 21,RE/MAX REALTR,W5100689
404,Sld,,31,Camberley,Cres,,Brampton,Brampton N," $699,000 "," $805,000 ",Semi-Detac,Backsplit,3,1,3,y,1,Built-,Cen,Gas,2-5-21,2-7-21,SKILL REALT,HOMELIFE/MIRA,W5106192
405,Sld,,91,Quarry Edg,Dr,,Brampton,Brampton N," $699,000 "," $812,000 ",Att/Row/Tw,2-Storey,3,1,3,N,1,Built-,Cen,Gas,2-12-21,2-14-21,CENTURY 21,CENTURY 21 PE,W5114239
406,Sld,N,105,Skegby,Rd,,Brampton,Brampton N," $699,000 "," $690,000 ",Semi-Detac,2-Storey,3,1,2,N,1,Built-,Cen,Gas,3-4-21,3-16-21,RE/MAX REAL,SUTTON GROUP-,W5137160
407,Sld,,30,Skegby,Rd,,Brampton,Brampton N," $699,000 "," $690,000 ",Semi-Detac,2-Storey,3,0,2,N,1,Attach,Cen,Gas,3-9-21,3-16-21,RE/MAX REAL,RE/MAX REALTY,W5142897
408,Sld,,218,Pressed Br,Dr,,Brampton,Brampton N," $699,000 "," $777,000 ",Att/Row/Tw,2-Storey,3,1,3,y,1,None,Cen,Gas,4-1-21,4-12-21,ROYAL LEPAG,ROYAL LEPAGE,W5180029
409,Sld,,11,Crosswood,Lane,,Brampton,Brampton N," $699,000 "," $751,000 ",Semi-Detac,Backsplit,4,0,2,y,1,Attach,Cen,Gas,5-6-21,5-11-21,RE/MAX ESCA,RE/MAX CHAMPI,W5223382
