#,LSC,EC,St#,Street Name,Abbr,Dir,Municipality,Community, List Price , Sold Price ,Type,Style,Br,Additional,Wr,Fam,Kit,Garage Type,A/C,Heat,Contract Date,Sold Date,List Brokerage,Co op Brokerage,MLS#
410,Sld,,98,Centre,St,N,Brampton,Brampton N," $699,555 "," $720,000 ",Semi-Detac,2-Storey,3,0,2,N,1,None,Cen,Gas,3-12-21,3-19-21,ROYAL LEPAG,RE/MAX GOLD R,W5150274
411,Sld,,88,Centre,St,S,Brampton,Brampton E," $699,800 "," $827,000 ",Detached,Bungalow,3,0,2,N,1,Carpor,Cen,Gas,2-26-21,3-3-21,RE/MAX REAL,CENTURY 21 PR,W5130460
412,Sld,,26,Sharon,Crt,,Brampton,Brampton E," $699,900 "," $795,000 ",Semi-Detac,Backsplit,4,0,2,N,1,Carpor,Cen,Gas,1-22-21,1-23-21,RE/MAX REAL,HOMELIFE SILV,W5091779
413,Sld,,57,Wilton,Dr,,Brampton,Brampton E," $699,900 "," $809,000 ",Semi-Detac,2-Storey,4,1,3,N,1,None,Cen,Gas,2-12-21,2-21-21,SAVE MAX Fl,SAVE MAX FIRS,W5113257
414,Sld,,58,Ashford,Crt,,Brampton,Brampton N," $699,900 "," $785,000 ",Semi-Detac,Backsplit,3,0,2,Y,1,Built-,Cen,Gas,3-5-21,3-11-21,RE/MAX REAL,NON-TREB BOAR,W5138998
415,Sld,,4,Talton,Dr,,Brampton,Brampton N," $699,900 "," $775,000 ",Semi-Detac,2-Storey,4,0,3,N,1,None,Cen,Gas,3-8-21,3-14-21,RE/MAX REAL,RE/MAX REALE,W5141513
416,Sld,,28,Skegby,Rd,,Brampton,Brampton N," $699,900 "," $694,500 ",Semi-Detac,2-Storey,3,0,2,N,1,Built-,Cen,Gas,3-25-21,4-5-21,RE/MAX REAL,HOMELIFE/MIRA,W5167366
417,Sld,,136,Pressed Br,Dr,,Brampton,Brampton N," $699,900 "," $767,000 ",Att/Row/Tw,2-Storey,3,1,4,N,1,None,Cen,Gas,3-26-21,3-30-21,CITYSCAPE R,CITYSCAPE REA,W5169045
418,Sld,,15,Kingswood,Dr,,Brampton,Brampton N," $699,900 "," $715,000 ",Att/Row/Tw,2-Storey,3,0,2,N,1,Attach,Cen,Gas,3-31-21,4-5-21,ROYAL LEPAG,HOMELIFE/MIRA,W5174187
419,Sld,,299,Pressed Br,Dr,N,Brampton,Brampton N," $699,900 "," $760,000 ",Semi-Detac,2-Storey,3,1,3,N,1,Built-,Cen,Gas,5-10-21,5-11-21,CENTURY 21,CENTURY 21 PE,W5228869
420,Sld,,20,Wilton,Dr,,Brampton,Brampton E," $699,999 "," $745,000 ",Semi-Detac,Backsplit,4,0,3,N,1,None,Non,Gas,1-15-21,1-16-21,HOMELIFE/MI,CENTURY 21 LE,W5085250
421,Sld,,43,Alabaster,Dr,,Brampton,Brampton N," $700,000 "," $851,000 ",Detached,2-Storey,3,0,2,N,1,Attach,Cen,Gas,1-26-21,1-27-21,IPRO REALTY,HOMELIFE SILV,W5094444
422,Sld,N,96,Salisbury,Circ,,Brampton,Brampton N," $719,000 "," $748,100 ",Semi-Detac,2-Storey,3,0,2,y,1,Attach,Cen,Gas,12-16-20,1-12-21,RE/MAX ABOU,PROPERTY MAX,W5066350
423,Sld,,36,Garfield,Cres,,Brampton,Brampton N," $719,000 "," $830,000 ",Semi-Detac,Backsplit,4,0,2,y,2,None,Cen,Gas,2-6-21,2-8-21,BETTER HOME,CENTURY 21 PE,W5106989
424,Sld,,87,Brickyard,Way,,Brampton,Brampton N," $725,000 "," $830,000 ",Att/Row/Tw,2-Storey,3,0,3,y,1,Built-,Cen,Gas,1-18-21,1-21-21,CENTURY 21,HOMELIFE SILV,W5086834
425,Sld,,141,Vodden,St,E,Brampton,Brampton N," $729,900 "," $831,000 ",Semi-Detac,Bungalow-R,4,2,2,N,1,None,Cen,Gas,2-11-21,2-14-21,IPRO REALTY,HOMELIFE/RESP,W5111846
426,Sld,,4,Dean,St,,Brampton,Brampton E," $729,900 "," $825,000 ",Semi-Detac,Bungalow-R,3,1,2,N,1,None,Cen,Gas,3-4-21,3-8-21,RE/MAX REAL,HOMELIFE MAPL,W5136845
427,Sld,,46,Honeyview,Tr,,Brampton,Brampton E," $734,900 "," $820,900 ",Att/Row/Tw,2-Storey,2,0,3,N,1,Attach,Cen,Gas,2-11-21,2-16-21,ROYAL LEPAG,SAVE MAXACHI,W5112080
428,Sld,,78,Mccaul,St,,Brampton,Brampton N," $749,000 "," $800,000 ",Detached,1 1/2 Stor,3,0,2,N,1,None,Cen,Gas,2-4-21,2-11-21,CENTURY 21,CENTURY 21 PE,W5104934
429,Sld,,55,Woodward,Ave,,Brampton,Brampton N," $749,000 "," $765,000 ",Detached,Bungalow,3,0,1,N,1,Detach,Cen,Gas,2-20-21,2-28-21,SINGH BROTH,SINGH BROTHER,W5122109
430,Sld,,22,Dean,St,,Brampton,Brampton E," $749,000 "," $785,000 ",Semi-Detac,Bungalow,3,1,2,N,1,None,Cen,Gas,3-22-21,3-28-21,HOMELIFE/MI,RE/MAX REALE,W5161774
431,Sld,N,93,Quarry Edg,Dr,,Brampton,Brampton N," $749,000 "," $805,000 ",Att/Row/Tw,2-Storey,3,2,3,N,1,Attach,Cen,Gas,4-5-21,4-22-21,RE/MAX MILL,AMDIRECT REAL,W5179849
432,Sld,,100,Elderwood,Pl,,Brampton,Brampton N," $749,000 "," $765,000 ",Detached,Backsplit,3,1,2,y,1,Built-,Cen,Gas,4-14-21,4-15-21,ROYAL LEPAG,KING REALTY I,W5194176
433,Sld,,28,Ardglen,Dr,,Brampton,Brampton E," $749,900 "," $750,000 ",Semi-Detac,2-Storey,4,1,3,N,2,None,Cen,Gas,1-22-21,1-29-21,RE/MAX REAL,KELLER WILLIA,W5091498
434,Sld,,3,Wilton,Dr,,Brampton,Brampton E," $749,900 "," $800,000 ",Semi-Detac,2-Storey,4,1,3,N,2,None,Cen,Gas,1-24-21,2-11-21,SAVE MAX SU,HOMELIFE/MIRA,W5092734
435,Sld,,66,Ardglen,Dr,,Brampton,Brampton E," $749,900 "," $735,000 ",Semi-Detac,Backsplit,2,2,2,N,1,Attach,Cen,Gas,3-27-21,4-4-21,HOMELIFE G1,HOMELIFE G1 R,W5171931
436,Sld,,11,Milner,Rd,,Brampton,Brampton E," $750,000 "," $785,000 ",Semi-Detac,Bungalow,3,2,2,y,1,None,Cen,Gas,1-19-21,1-28-21,RE/MAX WEST,CENTURY 21 PE,W5087998
437,Sld,,12,Delport Cl,Clse,,Brampton,Brampton E," $750,000 "," $750,000 ",Semi-Detac,2-Storey,3,1,4,y,1,Attach,Cen,Gas,1-31-21,2-1-21,ROYAL CANAD,ROYAL CANADIA,W5099729
438,Sld,N,7,Wright,St,,Brampton,Brampton N," $759,900 "," $740,000 ",Semi-Detac,2-Storey,4,1,2,N,1,Attach,Cen,Gas,2-19-21,3-4-21,KELLER WILL,HOMELIFE/MIRA,W5121097
439,Sld,,39,Rangemore,Rd,,Brampton,Brampton N," $769,000 "," $869,000 ",Att/Row/Tw,2-Storey,3,0,3,N,1,Attach,Cen,Gas,2-12-21,2-18-21,RE/MAX GOLD,HOMELIFE/MIRA,W5114544
440,Sld,,32,Horne,Dr,,Brampton,Brampton N," $769,000 "," $799,000 ",Semi-Detac,Backsplit,4,1,4,y,1,Attach,Cen,Gas,3-27-21,4-21-21,ROYAL LEPAG,CENTURY 21 PE,W5170226
441,Sld,,100,Swennen,Dr,,Brampton,Brampton N," $769,000 "," $845,000 ",Detached,Backsplit,3,1,3,y,1,Attach,Cen,Gas,3-29-21,4-2-21,CENTURY 21,ESTATE #1 REA,W5171349
442,Sld,,11,Hinchley W,Grve,,Brampton,Brampton N," $770,000 "," $830,000 ",Semi-Detac,Backsplit,3,0,2,y,1,Built-,Cen,Gas,1-8-21,1-10-21,CENTURY 21,RE/MAX GOLD R,W5079022
443,Sld,,102,Clarence,St,,Brampton,Brampton E," $775,000 "," $749,900 ",Semi-Detac,Backsplit,4,0,2,N,1,None,Cen,Gas,3-22-21,3-24-21,HERITAGE CA,RE/MAX REALTY,W5161901
444,Sld,,21,Milner,Rd,,Brampton,Brampton E," $779,000 "," $785,000 ",Semi-Detac,Bungalow,3,2,2,N,1,None,Cen,Gas,2-9-21,2-20-21,HOMELIFE/FU,CENTURY 21 PE,W5109609
445,Sld,,18,Adele,Crt,,Brampton,Brampton E," $787,500 "," $826,000 ",Detached,Sidesplit,3,0,2,N,1,None,Cen,Gas,3-20-21,3-22-21,RE/MAX REAL,PERFORMANCE R,W5160499
446,Sld,,138,Elderwood,Pl,,Brampton,Brampton N," $789,900 "," $935,000 ",Detached,Backsplit,3,0,2,y,1,Attach,Cen,Gas,3-3-21,3-9-21,RE/MAX REAL,KELLER WILLIA,W5135618
447,Sld,,62,Kingswood,Dr,,Brampton,Brampton N," $797,700 "," $930,000 ",Semi-Detac,Backsplit,3,3,3,y,1,Built-,Cen,Gas,3-23-21,3-30-21,ROYAL LEPAG,IPRO REALTY L,W5164300
448,Sld,,296,Bartley Bu,Pkwy,,Brampton,Brampton E," $798,900 "," $836,000 ",Detached,Sidesplit,3,1,2,N,1,Built-,Cen,Gas,1-4-21,1-7-21,RE/MAX REAL,SUTTON GROUP-,W5074482
449,Sld,,40,Radford,Dr,,Brampton,Brampton N," $799,000 "," $890,000 ",Semi-Detac,Backsplit,4,1,3,y,1,Built-,Cen,Gas,1-7-21,1-7-21,HOMELIFE MA,TRI-CITY PROF,W5078490
450,Sld,,2,Carter,Dr,,Brampton,Brampton N," $799,000 "," $856,000 ",Semi-Detac,Bungalow-R,3,1,2,N,1,Built-,Cen,Gas,1-8-21,1-13-21,INTERCITY R,IPRO REALTY L,W5079941
451,Sld,,29,Haslemere,Ave,,Brampton,Brampton E," $799,000 "," $799,000 ",Detached,Backsplit,3,1,3,N,1,Built-,Cen,Gas,1-17-21,1-18-21,HOMELIFE/MI,HOMELIFE/MIRA,W5087616
452,Sld,,52,Duncan Bui,Dr,,Brampton,Brampton E," $799,000 "," $882,200 ",Detached,Bungalow,3,2,2,y,1,Carpor,Cen,Gas,1-20-21,1-21-21,COLDWELL BA,CENTURY 21 HE,W5089624
453,Sld,,47,Roberts,Cres,,Brampton,Brampton E," $799,000 "," $875,000 ",Detached,Bungalow-R,3,1,2,y,1,Carpor,Cen,Gas,1-22-21,1-24-21,RE/MAX REAL,RE/MAX REALTY,W5092227
454,Sld,,5,Yellow Bri,Rd,,Brampton,Brampton N," $799,000 "," $901,000 ",Semi-Detac,2-Storey,4,1,4,y,1,Attach,Cen,Gas,1-27-21,1-29-21,HOMELIFE MA,CITYSCAPE REA,W5095623
455,Sld,,1,Avonmore,St,,Brampton,Brampton E," $799,000 "," $900,000 ",Detached,2-Storey,3,1,2,N,1,Detach,Cen,Gas,2-3-21,2-5-21,IPRO REALTY,IPRO REALTYL,W5103573
456,Sld,,12,Radford,Dr,,Brampton,Brampton N," $799,000 "," $920,000 ",Semi-Detac,Bungalow-R,3,1,3,N,1,Attach,Cen,Gas,2-7-21,2-9-21,HOMELIFE/MI,HOMELIFE/MIRA,W5107200
457,Sld,,76,Eldomar,Ave,,Brampton,Brampton E," $799,000 "," $920,000 ",Detached,Bungalow,3,1,3,N,1,Attach,Cen,Gas,2-11-21,2-15-21,BAY STREET,RANEX REALTY,W5111788
458,Sld,,32,Pressed Br,Dr,,Brampton,Brampton N," $799,000 "," $910,000 ",Semi-Detac,2-Storey,4,0,3,y,1,Built-,Cen,Gas,2-16-21,2-22-21,ELIXIR REAL,TRIMAXX REALT,W5117440
459,Sld,,155,Vodden,St,E,Brampton,Brampton N," $799,000 "," $866,600 ",Semi-Detac,Bungalow-R,4,1,2,N,1,Detach,Cen,Gas,2-17-21,2-22-21,RE/MAX REAL,HOMELIFE/MIRA,W5117756
460,Sld,,22,Cheryl,Crt,,Brampton,Brampton N," $799,000 "," $902,000 ",Semi-Detac,Backsplit,3,1,3,y,1,Attach,Cen,Gas,2-22-21,2-23-21,CENTURY 21,SAVE MAX SUPR,W5123617
461,Sld,,4,Carter,Dr,,Brampton,Brampton N," $799,000 "," $860,000 ",Semi-Detac,Bungalow-R,3,1,2,N,1,Built-,Cen,Gas,3-2-21,3-9-21,SAVE MAX SU,SAVE MAX SUPR,W5133022
462,Sld,,16,Golding,Ave,,Brampton,Brampton E," $799,000 "," $880,000 ",Detached,Bungalow-R,3,2,2,N,1,Attach,Cen,Gas,3-2-21,3-7-21,HOMELIFE/MI,SAVE MAX ACHI,W5133201
463,Sld,,255,Pressed Br,Dr,,Brampton,Brampton N," $799,000 "," $855,000 ",Semi-Detac,2-Storey,3,0,3,y,1,Attach,Cen,Gas,3-5-21,3-31-21,HOMELIFE/MI,HOMELIFE SILV,W5138783
464,Sld,N,45,Skelton,Blvd,,Brampton,Brampton N," $799,000 "," $810,000 ",Semi-Detac,Bungalow-R,3,2,2,N,2,Attach,Cen,Gas,3-7-21,3-17-21,HOMELIFE G1,RE/MAX REALTY,W5141009
465,Sld,,4,Cornwall,Rd,,Brampton,Brampton E," $799,000 "," $840,000 ",Detached,Bungalow,3,1,2,N,1,None,Cen,Gas,3-8-21,3-17-21,CENTURY 21,SUTTON GROUP,W5142240
466,Sld,,18,Pleaseley,Rd,,Brampton,Brampton E," $799,000 "," $950,000 ",Detached,Bungalow,3,2,2,N,1,Attach,Cen,Gas,3-15-21,3-21-21,HOMELIFE/MI,KELLER WILLIA,W5152197
467,Sld,,68,Ardglen,Dr,,Brampton,Brampton E," $799,000 "," $801,000 ",Semi-Detac,Backsplit,4,0,2,y,1,None,Cen,Gas,3-15-21,4-13-21,RIGHT AT HO,RE/MAX REALTY,W5152702
468,Sld,,484,Bartley Bu,Pkwy,,Brampton,Brampton E," $799,000 "," $799,000 ",Detached,Backsplit,3,0,2,N,1,Attach,Cen,Gas,3-15-21,3-24-21,RE/MAX WEST,RE/MAX GOLD R,W5153520
469,Sld,,57,Clarence,St,,Brampton,Brampton E," $799,000 "," $775,000 ",Detached,Sidesplit,3,0,2,N,1,Detach,Cen,Gas,3-19-21,4-6-21,HOME STANDA,IPRO REALTY L,W5159048
470,Sld,,41,Prouse,Dr,,Brampton,Brampton N," $799,000 "," $895,000 ",Semi-Detac,Bungalow-R,3,1,2,N,1,Built-,Cen,Gas,3-21-21,3-23-21,IPRO REALTY,RE/MAX REALE,W5161011
471,Sld,,24,Chesterfie,Rd,,Brampton,Brampton E," $799,000 "," $885,000 ",Detached,Bungalow,3,1,2,N,1,Attach,Cen,Gas,4-7-21,4-12-21,ROYAL LEPAG,RE/MAX ABOUTO,W5184288
472,Sld,,6,Erlesmere,Ave,,Brampton,Brampton E," $799,000 "," $79,900 ",Detached,2-Storey,3,1,2,Y,1,None,Cen,Gas,4-8-21,4-24-21,IPRO REALTY,RIGHT AT HOME,W5185411
473,Sld,"
",13,Golf View,Dr,,Brampton,Brampton E," $799,000 "," $947,000 ",Detached,Backsplit,4,0,3,N,1,Attach,Cen,Gas,4-10-21,5-1-21,IPRO REALTY,HOMELIFE/MIRA,W5189103
474,Sld,,15,Ravensclif,Crt,,Brampton,Brampton N," $799,000 "," $817,000 ",Att/Row/Tw,2-Storey,3,2,4,Y,1,Attach,Cen,Gas,4-12-21,4-20-21,HOMELIFE FR,SAVE MAX REAL,W5190289
475,Sld,N,52,Cornwall,Rd,,Brampton,Brampton E," $799,000 "," $840,000 ",Detached,Bungalow,2,2,2,Y,1,Detach,Cen,Gas,4-30-21,5-6-21,SAVE MAX SU,ROYAL LEPAGE,W5214845
476,Sld,,44,Elderwood,Pl,,Brampton,Brampton N," $799,000 "," $840,000 ",Detached,2-Storey,3,1,3,Y,1,Attach,Cen,Gas,5-8-21,5-11-21,HOMELIFE/MI,IPRO REALTY L,W5227120
477,Sld,N,88,Prouse,Dr,,Brampton,Brampton N," $799,700 "," $820,000 ",Semi-Detac,Bungalow-R,3,0,2,N,1,Built-,Cen,Gas,2-5-21,2-12-21,RE/MAX REAL,RE/MAX REALTY,W5106472
478,Sld,,36,Ledger Poi,Cres,,Brampton,Brampton N," $799,800 "," $875,000 ",Att/Row/Tw,2-Storey,3,0,3,y,1,Detach,Cen,Gas,1-7-21,1-11-21,NON-TREB BO,HOMELIFE/MIRA,W5079574
479,Sld,N,123,Adventura,Rd,,Brampton,Brampton N," $799,900 "," $795,000 ",Att/Row/Tw,2-Storey,4,0,3,N,1,Attach,Cen,Gas,11-11-20,2-12-21,CENTURY 21,RE/MAX REALTY,W4986773
480,Sld,,28,Lesbury,Ave,,Brampton,Brampton E," $799,900 "," $877,000 ",Detached,Bungalow,3,4,3,N,1,None,Cen,Gas,1-10-21,1-17-21,RE/MAX CHAM,FORTUNE HOMES,W5080324
481,Sld,,37,Harper,Rd,,Brampton,Brampton E," $799,000 "," $905,000 ",Detached,Bungalow,3,1,3,Y,1,Carpor,Cen,Gas,2-8-21,2-13-21,RE/MAX CHAM,RE/MAX REALE,W5108929
482,Sld,N,127,Adventura,Rd,,Brampton,Brampton N," $799,000 "," $820,000 ",Att/Row/Tw,2-Storey,3,0,3,N,1,Attach,Cen,Gas,2-10-21,3-7-21,CENTURY 21,CENTURY 21 LE,W5112222
483,Sld,,42,Ardglen,Dr,,Brampton,Brampton E," $799,000 "," $850,000 ",Semi-Detac,Backsplit,3,1,3,N,1,None,Cen,Gas,2-17-21,2-22-21,ROYAL CANAD,RE/MAX REALTY,W5117642
484,Sld,,62,Pressed Br,Dr,,Brampton,Brampton N," $799,000 "," $850,000 ",Semi-Detac,2-Storey,3,0,4,N,1,Attach,Cen,Gas,3-3-21,3-13-21,RE/MAX GOLD,SEARCH REALTY,W5135268
485,Sld,,155,Kingswood,Dr,,Brampton,Brampton N," $799,900 "," $875,000 ",Semi-Detac,2-Storey,4,1,4,N,1,Built-,Cen,Gas,3-6-21,3-8-21,ROYAL LEPAG,CENTURY 21 GR,W5140337
486,Sld,,9,Radford,Dr,,Brampton,Brampton N," $799,900 "," $915,000 ",Semi-Detac,Bungalow-R,3,2,2,Y,1,Built-,Cen,Gas,3-9-21,3-26-21,HOMELIFE/MI,HOMELIFE SILV,W5145651
487,Sld,,201,Kingswood,Dr,,Brampton,Brampton N," $799,900 "," $810,000 ",Semi-Detac,Backsplit,4,2,3,y,1,Built-,Cen,Gas,3-11-21,3-17-21,RE/MAX REAL,RE/MAX REALTY,W5147627
488,Sld,,87,Newlyn,Cres,,Brampton,Brampton N," $799,900 "," $901,000 ",Semi-Detac,Backsplit,4,1,3,N,1,Built-,Cen,Gas,3-14-21,3-15-21,KINGSWAY RE,RE/MAX REALTY,W5150832
489,Sld,N,81,Cornwall,Rd,,Brampton,Brampton E," $799,900 "," $910,000 ",Detached,Bungalow,3,3,2,y,1,Carpor,Cen,Gas,3-16-21,3-22-21,SAVE MAX Fl,EVEREST REALT,W5154500
490,Sld,,22,Cumberland,Dr,,Brampton,Brampton N," $799,900 "," $885,000 ",Detached,Bungalow-R,3,1,2,N,1,Detach,Cen,Gas,3-19-21,3-28-21,RIGHT AT HO,RE/MAX GOLD R,W5160210
491,Sld,,41,Harper,Rd,,Brampton,Brampton E," $799,900 "," $900,000 ",Detached,Bungalow,3,1,2,N,1,Carpor,Cen,Gas,3-26-21,3-28-21,RE/MAX REAL,"EXP REALTY, B",W5168383
492,Sld,N,322,Pressed Br,Dr,,Brampton,Brampton N," $799,900 "," $805,000 ",Semi-Detac,2-Storey,3,0,3,N,1,Built-,Cen,Gas,3-27-21,4-19-21,RE/MAX REAL,RE/MAX REALTY,W5170098
493,Sld,,113,Clarence,St,,Brampton,Brampton E," $799,900 "," $870,000 ",Detached,Sidesplit,3,0,3,N,1,Detach,Cen,Gas,4-7-21,4-17-21,RE/MAX REAL,NON-TRREB BOA,W5185280
494,Sld,,95,Cornwall,Rd,,Brampton,Brampton E," $799,900 "," $852,000 ",Detached,Bungalow,3,2,2,N,1,Detach,Cen,Gas,4-22-21,4-29-21,RE/MAX REAL,HOMELIFE/MIRA,W5205862
495,Sld,,113,Skegby,Rd,,Brampton,Brampton N," $799,900 "," $849,000 ",Semi-Detac,2-Storey,4,1,4,N,1,Attach,Cen,Gas,4-23-21,5-5-21,SUTTON GROU,HOMELIFE/MIRA,W5206243
496,Sld,,47,Sea Drifte,Cres,,Brampton,Brampton E," $799,999 "," $905,000 ",Att/Row/Tw,2-Storey,3,1,3,y,1,Built-,Cen,Gas,2-2-21,2-8-21,INTERCITY R,RIGHT AT HOME,W5102101
497,Sld,,8,Binsell,Ave,,Brampton,Brampton N," $799,999 "," $775,000 ",Detached,1 1/2 Stor,4,0,2,y,1,Detach,Cen,Oil,3-2-21,3-15-21,CENTURY 21,RE/MAX REALTY,W5133114
498,Sld,,37,Linkdale,Rd,S,Brampton,Brampton N," $809,000 "," $880,000 ",Detached,Bungalow-R,3,1,3,y,1,Built-,Cen,Gas,5-7-21,5-8-21,COLDWELL BA,CENTURY 21 EM,W5225851
499,Sld,,229,Centre,St,N,Brampton,Brampton N," $819,900 "," $843,900 ",Detached,2-Storey,4,2,2,N,1,Built-,Cen,Gas,4-5-21,4-14-21,RIGHT AT HO,ROYAL LEPAGE,W5180608
500,Sld,,28,Crosswood,Lane,,Brampton,Brampton N," $829,000 "," $902,100 ",Semi-Detac,Backsplit,3,1,3,N,1,Attach,Cen,Gas,4-8-21,4-17-21,RE/MAX REAL,CENTURY 21 PR,W5185504
501,Sld,,24,Dantek,Crt,,Brampton,Brampton N," $829,900 "," $900,000 ",Semi-Detac,Bungalow-R,3,3,2,N,1,None,Cen,Gas,3-12-21,3-15-21,SUTTON GROU,RIGHT AT HOME,W5149138
502,Sld,,136,Bartley Bu,Pkwy,,Brampton,Brampton E," $838,000 "," $875,000 ",Detached,Bungalow,3,0,2,N,1,Carpor,Cen,Gas,4-21-21,4-26-21,RE/MAX REAL,RIGHT AT HOME,W5203391
503,Sld,,24,Inglewood,Dr,,Brampton,Brampton E," $839,000 "," $868,888 ",Detached,2-Storey,4,0,2,N,1,Attach,Cen,Gas,1-6-21,1-7-21,ROYAL LEPAG,HOMELIFE LAND,W5077298
504,Sld,N,50,Prouse,Dr,,Brampton,Brampton N," $839,000 "," $823,200 ",Semi-Detac,Bungalow-R,3,0,2,N,1,Built-,Cen,Gas,4-8-21,4-23-21,ROYAL LEPAG,ORION REALTY,W5185506
505,Sld,,227,Centre,St,N,Brampton,Brampton N," $839,900 "," $870,100 ",Detached,Backsplit,3,0,3,y,1,Attach,Cen,Gas,1-14-21,1-20-21,RE/MAX MILL,ROYAL STAR RE,W5084451
506,Sld,,4,Dantek,Crt,,Brampton,Brampton N," $845,000 "," $925,000 ",Semi-Detac,Backsplit,4,2,2,Y,1,Built-,Cen,Gas,2-4-21,2-6-21,IPRO REALTY,CENTURY 21 LE,W5103948
507,Sld,,39,Horne,Dr,,Brampton,Brampton N," $849,000 "," $840,000 ",Semi-Detac,Backsplit,4,2,3,Y,1,Built-,Cen,Gas,2-12-21,3-10-21,KING REALTY,TRI-CITY PROF,W5114571
508,Sld,,452,Bartley Bu,Pkwy,,Brampton,Brampton E," $849,000 "," $870,000 ",Detached,2-Storey,4,0,2,Y,1,Attach,Cen,Gas,3-22-21,3-27-21,BERKSHIRE H,RE/MAX REALTY,W5161796
509,Sld,,133,Salisbury,Circle,,Brampton,Brampton N," $849,000 "," $860,000 ",Semi-Detac,Backsplit,4,0,2,Y,1,Built-,Cen,Gas,4-7-21,4-25-21,REXIG REALT,RE/MAX REALE,W5184499
510,Sld,N,282,Pressed Br,Dr,W    ,Brampton,Brampton N," $849,000 "," $925,000 ",Semi-Detac,2-Storey,3,1,4,Y,1,Built-,Cen,Gas,4-16-21,4-19-21,RE/MAX CHAM,ROYAL STAR RE,W5198552
511,Sld,,25,Inglewood,Dr,,Brampton,Brampton E," $849,000 "," $976,000 ",Detached,2-Storey,4,1,3,N,1,Attach,Cen,Gas,4-21-21,4-26-21,CENTURY 21,ROYAL LEPAGE,W5203026
512,Sld,,40,Meadowland,Dr,,Brampton,Brampton E," $849,000 "," $900,000 ",Detached,Bungalow,3,1,2,N,1,Carpor,Cen,Gas,2-24-21,3-1-21,RE/MAX PROF,RE/MAX REALTY,W5125854
513,Sld,,115,Cornwall,Rd,,Brampton,Brampton E," $849,000 "," $883,111 ",Detached,Bungalow,2,2,2,N,1,None,Cen,Gas,1-14-21,1-22-21,ROYAL LEPAG,HOMELIFE MAPL,W5084784
514,Sld,,380,Bartley Bu,Pkwy,,Brampton,Brampton E," $849,000 "," $865,000 ",Detached,Sidesplit,3,1,3,Y,1,None,Cen,Gas,1-22-21,1-22-21,CENTURY 21,CENTURY 21 PE,W5092298
515,Sld,,12,Wilton,Dr,,Brampton,Brampton E," $849,900 "," $865,000 ",Semi-Detac,Bungalow-R,3,2,3,y,1,Attach,Cen,Gas,2-4-21,2-7-21,ROYAL LEPAG,EVEREST REALT,W5105036
516,Sld,,31,Crosswood,Lane,,Brampton,Brampton N," $849,900 "," $900,000 ",Semi-Detac,Bungalow-R,3,1,2,N,1,Built-,Cen,Gas,2-24-21,3-4-21,RE/MAX REAL,"ZOLO REALTY,",W5125668
517,Sld,,93,Clarence,St,,Brampton,Brampton E," $849,900 "," $825,000 ",Detached,Bungalow,3,2,2,N,1,None,Oth,Gas,4-2-21,5-3-21,SAVE MAX SU,CENTURY 21 PE,W5177909
518,Sld,,208,Bartley Bu,Pkwy,,Brampton,Brampton E," $850,000 "," $907,000 ",Detached,Sidesplit,3,1,4,y,1,Built-,Cen,Gas,4-6-21,4-12-21,CENTURY 21,SAVE MAX SUPR,W5181064
519,Sld,,139,Valonia,Dr,,Brampton,Brampton N," $850,000 "," $967,000 ",Detached,2-Storey,4,0,3,y,1,Attach,Cen,Gas,1-8-21,1-17-21,YOUR HOMES,HOMELIFE/MIRA,W5079043
520,Sld,,5,Haslemere,Ave,,Brampton,Brampton E," $859,900 "," $908,000 ",Detached,Backsplit,4,0,3,N,1,Attach,Cen,Gas,3-17-21,3-23-21,KELLER WILL,CENTURY 21 PR,W5154931
521,Sld,N  ,348,Centre,St,,Brampton,Brampton N," $859,900 "," $915,000 ",Semi-Detac,Backsplit,4,2,3,y,1,Built-,Cen,Gas,4-16-21,4-30-21,IPRO REALTY,IPRO REALTY L,W5198317
522,Sld,N    ,14,Linkdale,Rd,,Brampton,Brampton N," $869,000 "," $867,500 ",Detached,Bungalow-R,3,1,2,N,1,Built-,Cen,Gas,5-7-21,5-12-21,RE/MAX REAL,SPECTRUM REAL,W5224901
523,Sld,,66,Prouse,Dr,,Brampton,Brampton N," $869,700 "," $840,000 ",Semi-Detac,Backsplit,4,1,3,y,1,Built-,Cen,Gas,3-1-21,3-26-21,RE/MAX REAL,INTERCITY REA,W5132335
524,Sld,,67,Fruitvale,Circ,,Brampton,Brampton N," $879,300 "," $860,000 ",Att/Row/Tw,3-Storey,4,0,3,y,1,Attach,Cen,Gas,3-7-21,4-5-21,CENTURY 21,CENTURY 21 SM,W5141104
525,Sld,,65,Fruitvale,Circ,,Brampton,Brampton N," $879,300 "," $850,000 ",Att/Row/Tw,3-Storey,4,0,3,y,1,Attach,Cen,Gas,3-7-21,5-10-21,CENTURY 21,SHAHID KHAWAJ,W5141138
526,Sld,,44,Willis,Dr,,Brampton,Brampton E," $879,900 "," $960,000 ",Detached,Bungalow,3,0,2,N,1,Attach,Cen,Gas,4-30-21,5-1-21,RE/MAX REAL,RE/MAX REALTY,W5215099
527,Sld,,24,Kilmanagh,Crt,,Brampton,Brampton E," $879,999 "," $940,000 ",Detached,2-Storey,3,1,4,y,1,Attach,Cen,Gas,2-4-21,2-8-21,ZOLO REALTY,ROYAL LEPAGE,W5103866
